A,B
1438477967159075923639545402119445772081699028847,12794
595378378690998214757477545558568831261322125116,12795
981695598345704633972609379428144942730180063993,12796
396929900160798915317926405046964451987169152187,12797
478293875274533100104925039797098190813333986540,12798
814282614271309895626243099507757296008419884037,12799
676365131965007988787107025316228677037970994659,12800
452868512558211715453760782401982993002242802012,12801
452868512558211715453760782401982993002242802012,12801
685441725217458087929045322354600922072564550347,12802
197667145077042186597578585475132692964563658952,12803
570368202886758247451072663735378955640264210305,12804
214614946299471901341828063408375500262469201028,12805
1325271996666880957718719759125179997910603227326,12806
1186713961781969226223992079562975521415259441258,12807
1269640203402032347280842119438981760362063461117,12808
1221932608545901484361638934996511529773723189740,12809
374303701907018740770785574033271718237478358600,12810
584423500857737502307912372060030819137330456875,12811
1010149805638035432516177213547203926463590718432,12812
1293919142453018529332551657926873704247464719048,12813
394140944439912045037939890820617887222498006234,12814
1193318241791206177547061295806390454237193557895,12815
1221777490880877542388348739105020599847006392923,12816
1309379568805231521823162443324019204535287698530,12817
675812826319422689897141942449189854500548072908,12818
365139018906209773714040379017346036032607675749,12819
989786669546815735226074242735480571956690552941,12820
894349362394059436252017552867951126876063242985,12821
226566517383917713921014764133457229627309330969,12822
657467394315873738166113513413753846750984485818,12823
1163742236387016917765120377304594367151607210474,12824
1274639854089858349024657024090943749790849807398,12825
646267988563867305739418147240975298011089679432,12826
1105435859163441813128110954235581166644180148766,12827
873285257090433214061726987145695896858142959970,12828
1395666228566578428022087576847252984612622113547,12829
1139894562614161964934427941782724245009582999933,12830
942412942805495158796815830621443698453404259885,12831
656847118426732964955909489464093339869079133498,12832
1405513396763729203958748746164194675062704165707,12833
1375050077749443637086753454779192482872289909782,12834
254943937331808761728561138246187190035697828292,12835
318198829897999160551946098156600792501315055727,12836
176620628151937342162742825112349769802790934639,12837
1365143682855825015169169321492173171285379102424,12838
376977325405900806472126896264848621028106668270,12839
546846825173453073216497849816012307090264179931,12840
880099371393535538432422714244678572280587769987,12841
155732907443399987272321369707487108928079878637,12842
354590894645689527460982649607901678125681326730,12843
206832540174429042611027356625297374645890596483,12844
1171729218961181570815654822310994903103023759686,12845
295651298866936634594372568129885154714193279353,12846
621865920433759306895224545185184506087568478059,12847
1092265461075314393978391256980869492404497793531,12848
140342880139764195898807125060933615767866497832,12849
717123009580250370575710709224606280298346765773,12850
1416759796962960496797558716084683118930068572587,12851
486595802456760581279472205820012660295010502631,12852
1027637638632982812184665379767608409059411966922,12853
1033412461492434936329372795738040309147967752744,12854
1041953839741847777646389404632999626208770664757,12855
231265893734709545270423320870146394556212942238,12856
697733790721943769295246063938195500963634537012,12857
353124684243722218214998397882668713073305113428,12858
237849976920374806831320815794256735746011416213,12859
1166791277057724441251632719290571315393418429516,12860
221157826249699228134541394085151351925719182135,12861
934485211509711860829937605978101938067940245330,12862
333189887005441023902700285585870483397301131421,12863
59840820992144118397758359416883971785637853999,12864
356279815891999960606604291676342240522516674023,12865
671671554930227718899120266729996405367107853287,12866
364866469218059720255026097212987563219077063413,12867
829904531317255486534590596455277789836963755969,12868
1340083485281953381412850353700728472187292794080,12869
602591533691943440312456296528218038795623968078,12870
416292364847139069237751646887341916417063151495,12871
929432048478096161812832727632005248602130068558,12872
1097564184836927293302684645000087251671772559519,12873
413124103300030449895086560714459525622735105326,12874
533880303636036108574192017940410303962191090874,12875
1222077680756258551116502264866892798416823997397,12876
398199862994664962414229385885649770812959521764,12877
86225334764703853020354794532534416992966215243,12878
1346135636664508930146354043984751804851112468128,12879
782792264752273291945118431750255190706856485711,12880
346256217296791462266599840443884480974773771882,12881
1161094067300855076091894315615412611044719063171,12882
1110819163359355906056081955598096020903697282307,12883
602131489510917185798806523019134047596513565581,12884
1392201807280719889084856253547988798685773789882,12885
1031931073217810017994246697767718612087494738086,12886
796948888578632792714211866151591106338665707687,12887
386554307209184193595482588638929827159338333860,12888
768461178284918707021388237972564377177654460165,12889
472376808292131591492743498010824229152981722369,12890
1023830119622432980432883268344016503089642462827,12891
594269076155659749984946679791926873600207886489,12892
1307993972174780867970104006057937792391022883901,12893
383150200028561489558047031226071072450245162959,12894
920508492013719006756274758304635895620861870356,12895
498020942253321624392000152422645676617189537594,12896
894791628217493514022572123124360273190803581685,12897
725576906104879798732592393330335944336783385557,12898
991276949023511203840775880260472875295554284463,12899
799543127923459088856744115811824689955897949947,12900
511616789519097724216025380696299624072028607318,12901
511616789519097724216025380696299624072028607318,12901
1415326039663491559844861493521802672846776224418,12902
1159407829279618986168155826248939719158702574040,12903
1069719726551121102112521732123691035309477275274,12904
954544323449509416162658713127617968103157664764,12905
836303603680233509798029386968753390179907483933,12906
1021575756046517389248807734698884557811179745046,12907
157161765093585607034101359204232517903621941814,12908
988407113135840790374415324284491699953318882379,12909
326533297448455173846745591854855140576969346409,12910
580260291729424318102472309886593464766846726192,12911
1192988919306736288181326370136259001606148854314,12912
744576834407744536733763599922688652012095108672,12913
209685039807079462860888639722818997482977042255,12914
340642961552820024015151067696958428006901163725,12915
1008263809116215916134214897019828188143171132461,12916
1348049865436418458673927541560268424617823065690,12917
1224278652666023953043654507858189142302955866512,12918
442206041062945577858161846880278078643550891471,12919
983931781170272043344166705407227805563697598131,12920
430123816677256515100793431258357965539234753398,12921
135490831637033116794145061729551866891909946892,12922
924854252177891933049951138242612742837933866360,12923
836071299449984483338110559386667595389819999004,12924
836445274503546322258823235334037184943542842174,12925
1278626618036908602214575901936383771792896484557,12926
565135855034471139210482264886264240691104453742,12927
1326083903132446283587765637997332916169172543313,12928
1270231026658303582293584652010512107253168492954,12929
544345060665029524333455570275480093573137664293,12930
1254552887517866692997049977638462088130477506425,12931
530823330055481213734919095982255395019742371523,12932
1188589417478821099651513997149344760756273918108,12933
899655848136568463194717811011895955163790809609,12934
1032151350107933569719008265264967413988115229118,12935
1415944681875012986590837503009288532158952759538,12936
284087770994254025386451492673488215890015437671,12937
931830323497984522570462299693341320079073519123,12938
723852132000852962042770791240521169679668306741,12939
1222679886253268498621100752977059424452568011363,12940
1420742405120532229382345961334143124968718683620,12941
1444173080532248755560161795825329232871872862052,12942
220915485355995586130612838036087122155647528106,12943
54581633760428345258781562847782531075100807926,12944
666020306756338718372660615221422603741107781057,12945
1028518318178497403328541533498279958059442484981,12946
1091307222714805011876948495098385410553896516935,12947
198627968849967906165696713550280926680117235532,12948
942164343284564190490686562464573817197513955889,12949
1229009517822327179684993697543579155289746502928,12950
777405459321932026392692643886992786614149044356,12951
1288297395331049360961942013707639368620206087082,12952
1229767616536545385341740732188023781496428718707,12953
222014206331251789926968116018079080968142353415,12954
827229021742734642291328822350393874703391154434,12955
81346480497086254671796396941897222542908727118,12956
784743996491103802398355273618310176547728842578,12957
482064818187706404283489117056912864906737013522,12958
1094182410952531979717103052735732807020288316658,12959
317885780138084602081391621021273721940291793852,12960
1034098880005827428875520350283473572855287938072,12961
527356546241220219780007619917778240707928736955,12962
213860740663464485968650466928098319969961960598,12963
1279038794738123619126761655658776602448626296290,12964
300035748735197449286531927916490765333211655129,12965
1235832101186427176330887344212527685805873131126,12966
518073384330421445407574909101785199496536548332,12967
646171648527578740630107402987078519597069763185,12968
802027631838539260704658980044212095738691510194,12969
452130810196164962822584011553977700257012753661,12970
1155385184230927109716920838214758376730161128668,12971
447968884471298574296724470814499260726873326948,12972
587935362721962350650392704717714468127857422491,12973
647479831477352682933045944264846639485005044231,12974
908269684346894527418328597630748770558824785113,12975
1439715905894877481814249437005975244031669290681,12976
589910264678507626695512922539513589886680867292,12977
47832665843033916587817492360995885409968834554,12978
1343080677961903759802937123250930479205519187311,12979
825449332277754534474389693343806647957022232166,12980
1408602109134576227601747712508496184279074262099,12981
1454561331149588045479470948778691290958526582714,12982
1150159951034528244606907208043305328220059521188,12983
938073599469126836928794672226071848845711754632,12984
599041771650752999088741482092730052327671044319,12985
682247988072053255304765092646266516501848773636,12986
1316711738851141089189056409380041919057135703248,12987
696238021409319665232667136013769511287209828079,12988
1455541557931828929673603002130779287096569680765,12989
783180092690949284193443946558823816701212684624,12990
1433887480765751550721919123722209915003525783108,12991
855250141881242017196124035059755395347858458329,12992
183454203981417853442676070920447207950718962187,12993
851541734190386013356559736126915911435179466201,12994
139777419590540437449678867709867406329664878605,12995
119841792880096608316828808098326594703716620391,12996
1184759186026467837188887726160976476614458488088,12997
840154256552013993489708949027003007549510622426,12998
11363211684030001632290507356426233877811629087,12999
1150796288792500858847633698106435471856282909631,13000
861604128586420288280220293407427164605517722359,13001
861604128586420288280220293407427164605517722359,13001
73926539497324985205927127197866352033244102416,13002
998225604690353878547710126682913984308114666641,13003
545163829593563801120835284711914932688474922941,13004
1328218624155986029331051024243465613409565291603,13005
606137439610261074109793768984386403435674080032,13006
931330085402668458655061627161319500127461908162,13007
22233787684284258243533354221529424633549663845,13008
516113455090351562791717757294950077754179900760,13009
240755241215364283370531873176592303910607623469,13010
27239571465543578124753416800495957474587039117,13011
974108454894985263927389667990948673379392788743,13012
1413086648712272688878174588292609817137144499412,13013
499932376670221218915607093380406257031727568080,13014
289967255265833967837782360541218977039238378489,13015
601196526073231141894083906611210882737456347524,13016
1187695340519726836260231317033036936567499069319,13017
43587809372528318308652935854494454376470366600,13018
1345548061125816965891687098950886029437798598129,13019
1238946435958660185967041969997551921948556130522,13020
814551940519326594847820194201350925984845331042,13021
59345385045018785947702355636943293693731364711,13022
549171692888728138773752784414074477722718759838,13023
661865374700580226234014309771532611640658637037,13024
1154597069613195180828446681906450358742402602890,13025
930252861951484540344456646380409155097938877875,13026
373939416851998335812428875225776489815333168333,13027
634672810754470737153068488725546745891004316692,13028
85731942537260348666521043648869415676850196650,13029
793803668678874712846378300848651283377470148886,13030
59131223852953374026230078435627775323141336447,13031
606226692059667754493167735658177591846700970018,13032
394517235340084643006979271136407266037336198679,13033
882533299756792018535061439069293430189977464874,13034
454137456621438323273018995979712311671352204877,13035
1001561467161319106731228021282335230927188928406,13036
807138474238415408457877122508312783904608975026,13037
1240524233604381241606041079584622273176530731029,13038
90385997300984066654901332220725451287191409095,13039
350839120314786548306463571729637757654763606533,13040
142497365162847068730725320922418078143415211284,13041
262972212292812890410354182650775199371253458014,13042
585409266694374870119042508853579054458841185185,13043
604346879806244562889394676877642983206581569406,13044
533502354195558047465647168699810688964816357361,13045
325112765598033035920178035573939495923209821493,13046
436753765360531069492079360585450025464069784335,13047
928785482727186243798847315511778995763946885321,13048
1336222527577212500999881665260066809672647395016,13049
1146468682161763908009712679611761781665765290203,13050
351209522824636121491200452588205539282365633000,13051
1108960340576044636915534073771631253383903552308,13052
367067365805837905086425543190978650595185881892,13053
793928429174110471980900673359164416724430801505,13054
758931474369290910684145690475105943932025612330,13055
1104862987326652875341942126831422194479001071363,13056
820380247130286264063009324323111435282928189648,13057
1287276516392745550327845528702626497732080569088,13058
163054184236724458115012047310359716355783814424,13059
294548197700968170310826618545596575620517423570,13060
1082745757521929841471921687085338743390715105278,13061
176957260342899820853907209476537291827641654470,13062
475093732559363580552521956591573433429823302392,13063
1223505871376858055889854126566571110551655257742,13064
201920227295164468656026532809207521055176996455,13065
436682651720669823934950913258481957553248356707,13066
74987901234294819135480159907434720823826870257,13067
858011693413779439069334180068711926877536620546,13068
1170719318697561245986996664478321907178382361736,13069
316891362373397843636021748010051975732574317327,13070
848645302839455920786920685872013421593106725204,13071
1161447991690140698738715676595145655623729646633,13072
297879001609814135373827944911804384075166391089,13073
1309374732601367758119265998058454437604474742485,13074
955992756452033036714029087794592953528366335203,13075
331439411020481243797935601656884831960811648794,13076
65398552923605664534884484203415386901059229795,13077
267805866545984625551509811896621095795519450930,13078
792884633497630665817240718877210736139934453341,13079
26758827150156445507820059643752863456327662340,13080
712074465296241612779545221285755776893686076771,13081
1460497762067616784138636052823358920330001806327,13082
822889211678943307747273255108141748456295379063,13083
789611355009068867954343251037385533883590552267,13084
911295690318544871237025307872299796561639023655,13085
193928774838633766515471284824217247016045223691,13086
516394673323047216979932419176035542188746649565,13087
1080702916148447319957219296889793501092764195008,13088
1400553886422280504562295445958842777454239845815,13089
695751445412266776313998615825269513231077840635,13090
944754074012954845575502450553281099109779364281,13091
355585618679914854131137172499625632517682658786,13092
668706365225141756640658255568830091423768996160,13093
667402873478344390394634682479311041493828547045,13094
1382598853614695501721352769174254261857227932944,13095
782778741235098184785978067653626165349298270337,13096
777736753960199100707368709342179256780469778216,13097
618733613089335468528401633772093265398827095022,13098
1383212625320023098447259268569030090282477221080,13099
520063700725573933606645789456922984858849283322,13100
425069845616227806002335225196657086876980450225,13101
425069845616227806002335225196657086876980450225,13101
56056593954083781981225087851299717215872258688,13102
1037938436290370379487687317590741899973569799223,13103
356254007120599102113160697905629375712691836467,13104
152863938464849113013789942482206044160168481023,13105
677278524593616084390704144566322263319090190700,13106
966712438918809730645420974827154874316369915880,13107
1254659367365812105743013661942315809963912267319,13108
113097542479877020122347417959683653745219865910,13109
614935780714584229427303355655251877390448259577,13110
474477988768584633478553449337526091000626536776,13111
814655126219251908956446046201617729162712209048,13112
1284831046248425864448895708302993766542774310597,13113
891758587298709950365148246348286021413325720042,13114
258436690704958432107259286559750708415141258994,13115
614139550419718872322136666605814491442298200927,13116
938635163159734178073612452343223871761481552371,13117
446261145154099072575043268579146985288292470994,13118
809860030425846043644842265467624797322286797652,13119
894240654288223618233882396948271170950157504556,13120
981646442786135947245496538310988566670531927264,13121
760553804180924641335972935611425149465923429755,13122
8259334715342132092034563935505463947270009845,13123
507504151187153800408845416386750281493595703517,13124
199594464795123937872763654882151140960918994884,13125
103716751147916916674079371950564685225137080785,13126
1432897965028049428231949511037804070857171082308,13127
984323202765760804770818383235481721936117578339,13128
480819490128310156655844511143338953996657589956,13129
106893821020038264480598982697650265819310807116,13130
286274597376921345761807916619694834819168094537,13131
1177477924227052220453701379325968139253434738797,13132
897582271649839672450166516438225552824260941044,13133
977677094593452866625613292150925894350077427095,13134
487555811740148585409378771392838374790331927196,13135
843340449377313979622795495671588491239744966751,13136
106275615840709256702521744492150117046247819458,13137
1298561583837306708083964924911848489000794217361,13138
68725231986105126121517799981597264297507583198,13139
689013275269929083991015881208158637988355579930,13140
356227630403812162031286475903191598425410807864,13141
1397445346116938073428766743213921721302888113293,13142
296628469950727468015989229319975844371811346674,13143
696710635732941507795355868826748875087694199440,13144
236953683269587283216799516064943886649876699042,13145
879333893475707645948500555514302248527136689745,13146
141501515362189102119849511059296341519538316866,13147
569825548473576114139792589615284908080482225601,13148
941200623113066265978882522267056732313968897672,13149
897108527784739139578132544421642461822466956650,13150
760684275376778305987296536467460398314985663702,13151
1237206718434329959244044523941112545203876688833,13152
317642648741276445179168223775607272058917829185,13153
710777729598722847611854713191611632014415215700,13154
3853941633994596793064935618842923946217608776,13155
1169424317653103975260661848375178477570479008699,13156
1217607015364990652144027624037497752355103626004,13157
553230956434193072192695922947860365040890701108,13158
533511596789718289846834076057937985619079940179,13159
1105022440360825234362345540303443769257823903863,13160
150413397496059695864360400161218679591837443092,13161
731088317240023769996599364777049826531207480228,13162
1068760582611196980512366245482821775802589830989,13163
125401914977670388307890917825597718599169105461,13164
1015613225505229418866171263432361122748433530841,13165
1116534440990324686503347988377469802704953413664,13166
243965105196164513424509313905637557401805832740,13167
736442090071322451937144770464396111934471048013,13168
173149170163648491901462039767154513028972405718,13169
680931294505887045323892930494338448437935358253,13170
461917471170461156822782379018706084359014843301,13171
296170453535396949309289957045921500401176019959,13172
985145760183614961489350903699441372650953764501,13173
1042618678081178977187251082546077981192129302197,13174
639358359977656527787966673605606178843448940083,13175
1326978568075331719885359902679735361800498964559,13176
371068059466174116299470167531079388607189769759,13177
306627198092971886286809358270413728608441023317,13178
1083684540560646691812847561197150545238552203610,13179
1244449003462910617710931026447646646945888126031,13180
1026011062686784304405111810822064931784050592736,13181
47660312697738308659101340157034137275638936791,13182
466601516518459692927603096331631715717840174168,13183
939249410097133415193743088103509824554526775818,13184
413144180420446061028755701411487836859416588474,13185
315955409985420945000917341664501044646435216347,13186
224578238515423871733098961137383980853202710879,13187
1153004853051856154897187516010039741234391666513,13188
117261447587149569847108606906713955632356649742,13189
914038591506647456214688133251410842357989843580,13190
615304343690062075075873116794184356047909254824,13191
1198907164398016559924061325475716274194903812717,13192
1079499213773702739676219020772123835842961814252,13193
1357584156340617133848806914990190512988130925616,13194
1217626545034658006305337560995679205907333226437,13195
1238409124250561199178236158533261936093943299175,13196
564680924341159439496040496658728858810703252560,13197
1242839862272138992796790674621598186092316536732,13198
1208892970679046939269249414753621573966119598543,13199
776804278173554489580438952817310237816684774205,13200
1342860157063278822452300109720246766712624740254,13201
1342860157063278822452300109720246766712624740254,13201
1440178824977620684976495906164144360044094612607,13202
1398481876930650070552737034518091433567042090559,13203
77530576027465510165571299084637138851207697375,13204
1224025688176730505082051935100431539136370782939,13205
726593658164986643476724580915393712040996143297,13206
1177234560687706065449739326507636635826450784282,13207
1080797500436433848157029072718738545448242454580,13208
979107074970516361950954068677166089792752215842,13209
758753080668088992536276929756823750501919536550,13210
1348732169878055280578658353553501674423574534878,13211
197436608842862429051911923049666039257732541211,13212
60641914910645127833932744942978950360311547721,13213
973076351190963249260139252944224690863713456622,13214
1218866708180029437352437602683713694294219676720,13215
632011425589089060883670906132977973848983419301,13216
1156091102052281933475513128149757905122662832888,13217
887122491665950710027569523558128657914526985924,13218
66709706144768359888746983827802305432058716552,13219
809123728568204434969044916134913953102128074436,13220
172105217905745795422141357071783360946583533374,13221
1257829279926251387108841819533159391317143491214,13222
1110062615145172172095681514870851519894165592543,13223
692895377429436579077680872976764184734387644828,13224
731404214398239785523995239333139459713695399033,13225
348224259173294181840241533814523741728565002772,13226
1191844660039131962308798020532953992242981651917,13227
1155251642700007675100231164317657346203792122355,13228
951384972389233627333336029608080464829800065928,13229
45360119763227486667093276832260786777195687458,13230
83560307047758476682969193241906641372121248078,13231
1256409073291893625975600273047892650925113847483,13232
1256284029206841468254667415973840355350376599286,13233
629999610634340666974173684578689124975073933005,13234
167020263540882174343606199445735856924193842147,13235
115213684956194611755742993020963693676962541824,13236
121804923765950473172815288614920314705587376903,13237
661379589971011968052577595454188075287966799996,13238
1337879134738262413098603098838914292179070197122,13239
1340466047534533040181484276798050909608210024249,13240
1426125968744319667225175038350576776848605123321,13241
124486349314998291981401711427676912687060891498,13242
141834475095221589445087905856190204679405293808,13243
120213246588771584781526881022493660537129723427,13244
141764470942221751370822237337770794276643467054,13245
965290707895258731553454866154710288414501769722,13246
22827585136347975942673361545797639136313678079,13247
1345952802803220792158944168012015554792042793477,13248
285685844261837688834882818433970409123963800590,13249
1148784122855802731921839501476041282639785318827,13250
316864715632169664884200324698561004548309234700,13251
212528302220634392189179977800957607874558341083,13252
1400235783791346910890149157643051854304246733496,13253
43217216138175509050443121377564943090402668910,13254
1048955739099418288261325210380979285771478736491,13255
1288817764444233032921036358514556366952293786672,13256
437084265679455096630476397346079649156439265980,13257
935309923735255403071366524118297626686522177179,13258
404728223529827034912309407191380763981120316768,13259
806477564289015010416255288271989483437498457271,13260
387717193121635997351371016357365874176575852976,13261
679088206796882075951701697334170840244233155881,13262
540650844319928159567703633369161910900344068417,13263
1359043811044731348057092893104140430579304159200,13264
1243411942769451845658959412652650807842826975010,13265
616361184965261861703611976931431207763664223828,13266
1147310198344544567918862556243006826075301105634,13267
315686866354646323657147119175706362710227944267,13268
1055178130260810054689971900461383031574688562458,13269
1359727397055104745673595692865437964947452100227,13270
212105419063560643653235296188012149087115772242,13271
1392289022644011651965240521678397079751809029728,13272
63642448112992759709466268707553315289125610918,13273
464643336036518882921371845025306581025526062746,13274
660671643242395290337419102418072142790051696133,13275
589453622990269304231562286519306282597826411655,13276
214195392776678290765277077415575555648452847509,13277
1051858744929488141821030893101621468058794898476,13278
1457368132732519135103923237526941996108735717300,13279
601829073111249208941819080947963388795756532870,13280
109088923293114652564124526156387512399415721657,13281
715895597159114646297097945788258477846402550026,13282
572058969615678079062332123630809175421491432484,13283
1054059492734625822300215563469921446449580501525,13284
200285022096077436404216687743430455665920591838,13285
1430105986044148381065912747312966695810619825617,13286
696407019662805088242563786217891578333916338958,13287
1401059034988065256722595751510842692544013847896,13288
660362402700421504569041597732775741742521760743,13289
993133911619207869027490847200281367053675537488,13290
191255150078815320855387051950515075080408685251,13291
947263897324718423563748188842625437014858315842,13292
41018251022335747045094655902515620050806877915,13293
434320831407281057326473098403908817045931306986,13294
1145209003000276195632780697594679075976418190218,13295
583140065278894006800186342364425166209798162122,13296
657413088420141095812874439378424721484000861164,13297
841712535094493201026115751325857292728788438776,13298
1299778336725339625962718633464184055157945859607,13299
229906918393351046180681503175782277588030415085,13300
973784342801504623591600789961499180437672279752,13301
973784342801504623591600789961499180437672279752,13301
559328204851096846055339236654297877431981281165,13302
152308241609196782751138977104446617702621250571,13303
42892248643136784563111357596164531024517693201,13304
50570138969788836905492823170575016773596747717,13305
37572835983341112681703080960347340751590695583,13306
950649295698909093096975172677675878845940537727,13307
754892253446660133397946685228220009483513108854,13308
512587499813006293068615303050034966413365042796,13309
224599910897795070913011785917963245283061663465,13310
1333115894329587871821383336273340123112193132903,13311
884980984393160226019539706065675087628089204389,13312
1006107331991877280125672301434054620564272137902,13313
219709083084617019732576163751002665894483442279,13314
846260537294655000138589896102077521333403107820,13315
1104303663868308033397103894909695430048493664031,13316
1042582508687350736722731517708585751449634901741,13317
773084388517368422845695201800194519563432101041,13318
131674601505341956396769964689602703131766009127,13319
72840581661160133097290566125763228987901712202,13320
874548656160977944828359283144052615992825829561,13321
1243365859308636408712535377525060892045930637576,13322
593608257278671545183231528697920010483880217291,13323
824332794837919593528750922682719464548752792587,13324
1231749900599159179988386661811474179353795614497,13325
1130081715238384347395328016608821541733181590215,13326
1123173233439764379642141390393463957545699016610,13327
689227469983032079311589386859451668111506021813,13328
517592817589021685293665941207967009393041473920,13329
1238480811004056643131897384494746919065661248026,13330
84587053606985298379159774719386266566339534114,13331
1445137628050927578511093496612300194080067161986,13332
111045817672612503864843716440724180679860460779,13333
989022734502601669433582071097545433849519154186,13334
496572157972551122522085900296045102409409121515,13335
1172151866405932517623374926286389096077595886112,13336
602984875912283793755853658352267706845443147775,13337
1045945312899578672363618356385329031629629606844,13338
939067273588567535724313772969319435589215536857,13339
916353022424935185006318950824967013342313218861,13340
334916667087503157780194700584010750648881661407,13341
90004911484823379207456788299967016661312091561,13342
218364778238505533458633435834171507196047222778,13343
1206184275648348500966135530964265899252537876419,13344
782169325893807427581370861985771025445592338229,13345
683677640448783188240467598459003248916647410885,13346
33341843467691065712243938382863122362075219419,13347
460412904052980457449381910505780603458758904623,13348
902671568151631386178330314880755093484855137246,13349
433920423272989755549453751012304949989199148716,13350
499700113023622753008151937886804178377582995405,13351
154379123503101018367880683023630730035057978323,13352
1321122190001931827880517990222259434698776531058,13353
536382035541931005688187721595553670213380750564,13354
792000745946976175171637252829162118902940533879,13355
1076981331312725855763675336053795813972455365595,13356
1319751914850425176556555816042853282483496597815,13357
674675002152545972124471797750463838554006953486,13358
1078255968791815738210275719119062006851399390895,13359
705342446010176452950949490512920228528649266730,13360
458090979748978836691044320440218055468187574890,13361
1444318914947540261217394346182247047235832950793,13362
239218985908005754931075031857821472589733416335,13363
676156218164856788714265280887075434551348774773,13364
602300440498759812848988929419040326530957774910,13365
323479542049526441976266380624477453192013496039,13366
279990486584691892966595301227794189187231608798,13367
450814522350205221083621242534676689685627327153,13368
814348146502274492858994011875207709741832379171,13369
1021064913496267016306174741102969285582638671406,13370
1337577485089235075799976425446378227094255466024,13371
751582589050984653624745254580286706079328951608,13372
1089497772932288969969558636136058115943438218263,13373
561214216908890476062859250041604029438233638349,13374
1261219649378752695065722405746660825875158530478,13375
243677096445027349427850684225986119351059059095,13376
483546140752965600944010349658312220260593982222,13377
30651212341948568331760219411564792060609443313,13378
382356952140599574795091308032736135824100459577,13379
827985553022704201423347302119024373710868776053,13380
843518122199886721932640950774987806834161347356,13381
671639714461654912624719996685723780811449097950,13382
1050152820000681110273169023654222972528314513655,13383
1014473007417863860211352702631057748573221877884,13384
1238218594837507577488188302443970466771394831305,13385
1451343212916327882931382029687615690610091948859,13386
1058226414143964948441967370632461255730927962281,13387
256480490376575028825036800942316532295602534053,13388
1426031258643688992687014178932782014740002303537,13389
174009025565183028798518452408577598249328097921,13390
1200791473871347535836217047255600860333191425815,13391
1319363233137170777132467634857817146956319876753,13392
1055562103259523719553529517191827662175670887673,13393
862132683981367791939949102456532687258873234469,13394
864697536702996262040797158681459953258779837515,13395
1324706685074244722344372437318783538447511493436,13396
663088860212770747998032946453271158159101070295,13397
586115645439731236672336550341809070030321604806,13398
1068872556412788564991161799155182940917851374692,13399
359964971715117248922982542557100212886138677310,13400
969053416616508723630961949407056221009229897142,13401
969053416616508723630961949407056221009229897142,13401
1296964878369394851651624594700835202185099094431,13402
1179198565711578120899397935372536575887173342485,13403
510341557614055554389505693700188486390366035419,13404
300271121099118963451978343273446283769871938328,13405
1049599865342404404857126318393785005839605751564,13406
1129413317465325747796204618129224271544704263910,13407
1223126979653331822739095803016342109981391270939,13408
1284543970938678765138758509633686426401816523046,13409
849682915018081410317264679364960512609455813866,13410
1267716974326063781860764357092139288440066529049,13411
1454755137751306396746353090329391358071942219820,13412
1423920266631831166623893407209795569456679549433,13413
275984781959098380275805543571726118873964987163,13414
1413860511246973844415129992100878988331829641324,13415
870920920352126124168942468029986676315701223219,13416
938206221413408976585480865556868259839394886102,13417
1319149276509807422692559163491846262752492089062,13418
724283476971777438464357829728293561100360105597,13419
1128037950205317904228291065869376457747988139642,13420
35124269988990779866880440056792085113713783890,13421
1175116998802498378237961897310226712271954715241,13422
1289465700016966405237411826255338121971260210666,13423
28938747832235958612009552877144155241488391512,13424
36767375959646877550682856133618918559822916545,13425
774685680429076006916625899509502817009717755687,13426
1155889269654687855081764987569925721458992685166,13427
217663183445013646823916007601389406827357523425,13428
1406431972939165211309671871942046142765329262361,13429
577464698169768728424989214028157004612069049806,13430
792711542875741462620044565659595335898184248212,13431
1364525694388260710095581780357190088293376216522,13432
843169994693150565117685486968244400804344138805,13433
805059613971180502099381741234315016918934071931,13434
488808360012652393859546144101931290306155437161,13435
453818168949655610464751719239814317381762161699,13436
1115641323560717470184071953046714639891004026771,13437
1024008545233939712079226044262643249492310737162,13438
1232167480510857476734073772615965694706651291263,13439
560583113998045788882913432875387466323478941185,13440
35877672524284411460139909954438062900014977826,13441
167626741891185533538710425058519458900287164107,13442
547168271308398190567903654050214657517986362890,13443
813062117037764151231523782953921919815755629992,13444
619202234060896585749754401887750436821874520050,13445
804696255625521721546875148978121244879143416172,13446
1393865065649692348473265042806186256785655448466,13447
928956271463752911053074384711537772564914513504,13448
56219895386679948962394284773402228861140937087,13449
1460492945503926523082734528747616940570569361767,13450
1098044152760090149860879571139864631774034010291,13451
138948115845954110994074963648026456882714396392,13452
40052588819789981436890402811906746544944927176,13453
209550189384215666057037626593734967985339048044,13454
807079595897702680162209999451266008231596864019,13455
1075213819114800261121929188894581526607431037892,13456
74360119229311612154074050833231017084835288626,13457
1316772581965315490374373727065824806028645263733,13458
550074284026563542660400064676249303381058033093,13459
177244319404895036251649540810210413481128233400,13460
790542731797718660307881727097824233074177528509,13461
570937198098108701177117689405375426928441693281,13462
571932203292965015716719602218947827022916053657,13463
905157578546988384130084546637184770770212324855,13464
1043375446180725837075276393128670274518397687930,13465
1041872109656700690511633881993115559018822664194,13466
1218128905427859234440519670774547882072774586939,13467
1184753778507955333927751750731205579081679368990,13468
635119274416557873326320734247750705843778651332,13469
1272996886999416394573503226253264796005026318895,13470
528681975261422177094977948811415923418711721712,13471
717351108746522750312538854603342839288883101246,13472
989737313595995675853485044198897715295442341871,13473
1089298252338471061870353284775021165786967902984,13474
